DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2023,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
SEP,4,13,NA,NA,NA,NA,NA,NA
SEP,4,14,NA,NA,NA,NA,NA,NA
SEP,4,15,NA,NA,NA,NA,NA,NA
SEP,4,16,NA,NA,NA,NA,NA,NA
SEP,4,17,NA,NA,NA,NA,NA,NA
SEP,4,18,NA,NA,NA,NA,NA,NA
SEP,4,19,NA,NA,NA,NA,NA,NA
SEP,4,20,NA,NA,NA,NA,NA,NA
SEP,4,21,NA,NA,NA,NA,NA,NA
SEP,4,22,NA,NA,NA,NA,NA,NA
SEP,4,23,NA,NA,NA,NA,NA,NA
SEP,5,0,NA,NA,NA,NA,NA,NA
SEP,5,1,NA,NA,NA,NA,NA,NA
SEP,5,2,NA,NA,NA,NA,NA,NA
SEP,5,3,NA,NA,NA,NA,NA,NA
SEP,5,4,NA,NA,NA,NA,NA,NA
SEP,5,5,NA,NA,NA,NA,NA,NA
SEP,5,6,NA,NA,NA,NA,NA,NA
SEP,5,7,NA,NA,NA,NA,NA,NA
SEP,5,8,NA,NA,NA,NA,NA,NA
SEP,5,9,NA,NA,NA,NA,NA,NA
SEP,5,10,NA,NA,NA,NA,NA,NA
SEP,5,11,NA,NA,NA,NA,NA,NA
SEP,5,12,NA,NA,NA,NA,NA,NA
SEP,5,13,NA,NA,NA,NA,NA,NA
SEP,5,14,NA,NA,NA,NA,NA,NA
SEP,5,15,NA,NA,NA,NA,NA,NA
SEP,5,16,NA,NA,NA,NA,NA,NA
SEP,5,17,NA,NA,NA,NA,NA,NA
SEP,5,18,NA,NA,NA,NA,NA,NA
SEP,5,19,NA,NA,NA,NA,NA,NA
SEP,5,20,NA,NA,NA,NA,NA,NA
SEP,5,21,NA,NA,NA,NA,NA,NA
SEP,5,22,NA,NA,NA,NA,NA,NA
SEP,5,23,NA,NA,NA,NA,NA,NA
SEP,6,0,NA,NA,NA,NA,NA,NA
SEP,6,1,NA,NA,NA,NA,NA,NA
SEP,6,2,NA,NA,NA,NA,NA,NA
SEP,6,3,NA,NA,NA,NA,NA,NA
SEP,6,4,NA,NA,NA,NA,NA,NA
SEP,6,5,NA,NA,NA,NA,NA,NA
